order_id,date,category,region,channel,customer_segment,price,quantity,discount_pct,revenue,profit,customer_id
ORD-10087,2023-06-23,Beauty,East,Mobile App,Premium,133.5,3,15,340.43,85.2,CUST-2822
ORD-10088,2024-05-27,Beauty,West,In-Store,Standard,129.14,1,5,122.68,22.18,CUST-1533
ORD-10089,2024-03-28,Beauty,West,Online,Budget,137.73,1,10,123.96,22.93,CUST-2793
ORD-10090,2024-01-12,Clothing,Central,Mobile App,Premium,49.98,1,5,47.48,16.0,CUST-2946
ORD-10091,2023-03-26,Books,Central,Online,Budget,45.56,3,0,136.68,37.75,CUST-1100
ORD-10092,2022-10-11,Electronics,South,In-Store,Premium,694.58,1,0,694.58,96.72,CUST-2865
ORD-10093,2024-11-09,Clothing,Central,Online,Budget,,1,5,82.93,13.45,CUST-1814
ORD-10094,2024-10-07,Books,North,In-Store,Budget,49.15,1,0,49.15,5.21,CUST-1253
ORD-10095,2022-07-06,Sports,North,Online,Budget,329.87,1,5,313.38,95.45,CUST-2478
ORD-10096,2022-04-07,Clothing,North,Mobile App,Budget,146.63,2,0,293.26,83.77,CUST-2623
ORD-10097,2022-08-13,Sports,East,In-Store,Standard,171.67,3,15,437.76,129.66,CUST-1415
ORD-10098,2022-11-10,Clothing,West,Mobile App,Standard,37.94,5,5,180.21,34.99,CUST-1989
ORD-10099,2022-11-24,Clothing,East,Mobile App,Budget,71.2,2,5,135.28,26.46,CUST-1221
ORD-10100,2024-05-14,Books,North,Mobile App,Standard,31.52,2,0,63.04,18.46,CUST-1680
ORD-10101,2022-05-11,Home & Garden,Central,Online,Premium,84.73,2,0,169.46,40.71,CUST-1289
ORD-10102,2024-02-28,Books,West,In-Store,Standard,28.97,3,5,82.56,25.59,CUST-1637
ORD-10103,2024-02-21,Home & Garden,East,Mobile App,Premium,374.15,3,0,1122.45,305.59,CUST-2546
ORD-10104,2024-08-16,Sports,West,Mobile App,Budget,235.9,1,5,224.1,76.16,CUST-2758
ORD-10105,2024-12-19,Sports,North,Online,Budget,302.38,2,15,514.05,106.11,CUST-2532
ORD-10106,2023-05-30,Books,Central,In-Store,Premium,14.32,1,15,12.17,1.56,CUST-2533
ORD-10107,2022-01-24,Home & Garden,East,Mobile App,Standard,438.99,1,0,438.99,56.8,CUST-2259
ORD-10108,2022-08-23,Beauty,East,Mobile App,Budget,134.54,2,0,269.08,46.43,CUST-1514
ORD-10109,2023-07-01,Home & Garden,South,Mobile App,Budget,243.97,1,0,243.97,69.94,CUST-2698
ORD-10110,2023-11-28,Electronics,South,Online,Budget,647.56,-1,0,647.56,140.92,CUST-1192
ORD-10111,2022-08-17,Clothing,Central,Online,Standard,116.79,1,0,116.79,25.36,CUST-2287
ORD-10112,2023-08-25,Electronics,East,Mobile App,Standard,164.84,1,0,164.84,54.05,CUST-2913
ORD-10113,2024-06-09,Books,East,Online,Standard,21.25,2,10,38.25,4.57,CUST-2154
ORD-10114,2022-11-20,Electronics,Central,Mobile App,Standard,257.44,3,5,733.7,213.88,CUST-2979
ORD-10115,2024-07-18,Clothing,South,Online,Budget,165.31,4,10,595.12,129.95,CUST-1300
ORD-10116,2022-01-07,Home & Garden,West,In-Store,Budget,84.52,1,0,84.52,10.1,CUST-1966
ORD-10117,2023-06-24,Books,West,In-Store,Standard,25.01,2,0,50.02,12.01,CUST-2717
ORD-10118,2024-10-22,Beauty,East,Mobile App,Premium,83.08,2,15,141.24,43.86,CUST-2720
ORD-10119,2023-01-01,Books,East,Online,Premium,30.74,1,10,27.67,4.5,CUST-2773
ORD-10120,2024-11-05,Electronics,South,In-Store,Standard,533.97,1,10,480.57,135.58,CUST-1366
ORD-10121,2022-08-06,Beauty,East,Online,Standard,140.65,5,0,703.25,133.79,CUST-2875
ORD-10122,2023-09-04,Beauty,North,Mobile App,Budget,45.53,4,5,173.01,18.75,CUST-1518
ORD-10123,2024-11-05,Beauty,Central,Mobile App,Standard,48.38,1,5,45.96,4.95,CUST-2004
ORD-10124,2023-02-12,Home & Garden,Central,Mobile App,Premium,99.28,2,5,188.63,44.59,CUST-2445
ORD-10125,2022-11-10,Clothing,North,In-Store,Premium,152.52,4,0,610.08,125.0,CUST-2756
ORD-10126,2024-02-05,Home & Garden,East,Mobile App,Premium,,5,0,1394.4,353.48,CUST-2854
ORD-10127,2022-11-27,Clothing,North,Online,Premium,197.53,2,0,395.06,40.91,CUST-2689
ORD-10128,2024-12-22,Home & Garden,Central,In-Store,Premium,384.23,1,0,384.23,55.0,CUST-2301
ORD-10129,2022-01-02,Electronics,Central,Mobile App,Premium,934.17,3,0,2802.51,472.06,CUST-2159
ORD-10130,2023-10-26,Books,North,Online,Premium,56.37,1,15,47.91,6.98,CUST-1445
ORD-10131,2024-09-27,Home & Garden,South,Mobile App,Budget,324.4,1,15,275.74,92.6,CUST-1271
ORD-10132,2022-02-09,Clothing,South,In-Store,Premium,75.89,1,0,75.89,12.88,CUST-1362
ORD-10133,2022-08-18,Sports,Central,In-Store,Budget,392.23,1,5,372.62,45.87,CUST-2407
ORD-10134,2024-01-14,Books,West,In-Store,Budget,51.25,1,10,46.12,9.06,CUST-2660
ORD-10135,2023-09-22,Sports,East,Online,Budget,280.76,1,0,280.76,96.05,CUST-2583
ORD-10136,2023-05-06,Sports,West,Online,Standard,104.02,1,0,104.02,34.38,CUST-2201
ORD-10137,2022-04-29,Beauty,East,Online,Premium,55.22,2,10,99.4,32.34,CUST-1863
ORD-10138,2023-05-09,Books,Central,Online,Premium,32.73,1,15,27.82,4.08,CUST-1899
ORD-10139,2022-06-11,Sports,East,Mobile App,Standard,328.46,1,5,312.04,65.14,CUST-2230
ORD-10140,2022-06-25,Home & Garden,Central,Online,Standard,178.87,2,0,357.74,122.59,CUST-1872
ORD-10141,2024-09-22,Books,Central,Mobile App,Budget,48.25,5,5,229.19,24.56,CUST-1406
ORD-10142,2022-05-22,Electronics,North,In-Store,Premium,1149.07,2,0,2298.14,610.96,CUST-2641
ORD-10143,2024-12-26,Beauty,East,Online,Premium,58.45,1,5,55.53,14.7,CUST-1483
ORD-10144,2022-09-15,Sports,North,In-Store,Premium,346.66,1,10,311.99,43.22,CUST-1705
ORD-10145,2022-09-20,Home & Garden,West,Mobile App,Premium,63.46,2,0,126.92,19.43,CUST-2562
ORD-10146,2024-08-31,Books,East,Mobile App,Budget,55.68,1,0,55.68,18.59,CUST-2787
ORD-10147,2022-12-05,Sports,South,Mobile App,Premium,184.22,1,0,184.22,40.91,CUST-2572
ORD-10148,2023-06-27,Sports,North,Mobile App,Premium,113.18,1,5,107.52,10.79,CUST-1282
ORD-10149,2024-12-16,Sports,South,In-Store,Standard,212.48,1,0,212.48,26.18,CUST-1792
ORD-10150,2024-05-16,Electronics,Central,Online,Standard,859.04,1,0,859.04,291.0,CUST-2651
ORD-10151,2023-03-10,Clothing,East,Online,Budget,34.88,2,0,69.76,22.02,CUST-2038
ORD-10152,2023-02-16,Home & Garden,East,In-Store,Standard,201.24,1,5,191.18,65.0,CUST-2519
ORD-10153,2023-10-01,Clothing,East,Mobile App,Standard,134.14,2,10,241.45,51.32,CUST-1228
ORD-10154,2024-03-28,Books,East,Mobile App,Budget,48.85,5,5,232.04,45.45,CUST-1528
ORD-10155,2024-02-04,Home & Garden,North,In-Store,Standard,110.84,3,10,299.27,63.97,CUST-1751
ORD-10156,2024-06-16,Home & Garden,North,Mobile App,Standard,39.29,2,0,78.58,16.22,CUST-1366
ORD-10157,2024-11-25,Sports,North,Mobile App,Budget,134.96,1,5,128.21,22.36,CUST-1811
ORD-10158,2024-07-13,Electronics,East,In-Store,Standard,411.06,1,0,411.06,115.79,CUST-2411
ORD-10159,2022-09-05,Sports,North,Online,Standard,256.47,4,15,872.0,290.43,CUST-1763
ORD-10160,2023-05-23,Electronics,North,In-Store,Budget,190.2,2,10,342.36,103.78,CUST-2534
ORD-10161,2023-04-06,Books,North,In-Store,Premium,23.7,1,0,23.7,6.79,CUST-2625
ORD-10162,2022-05-12,Home & Garden,North,In-Store,Budget,107.95,1,0,107.95,24.67,CUST-1968
ORD-10163,2023-11-24,Books,North,Mobile App,Standard,19.19,4,0,76.76,20.9,CUST-2863
ORD-10164,2022-02-13,Electronics,East,In-Store,Standard,340.32,1,0,340.32,51.66,CUST-2226
ORD-10165,2023-04-17,Books,Central,In-Store,Budget,49.09,2,0,98.18,15.34,CUST-2458
ORD-10166,2023-03-28,Beauty,Central,Online,Standard,95.3,1,5,90.53,22.52,CUST-1697
ORD-10167,2022-01-15,Books,South,Mobile App,Standard,24.62,3,0,73.86,23.16,CUST-1523
ORD-10168,2022-05-26,Electronics,North,Online,Budget,573.09,2,5,1088.87,130.29,CUST-2084
ORD-10169,2022-05-01,Home & Garden,South,Mobile App,Standard,194.06,1,0,194.06,52.13,CUST-2156
ORD-10170,2023-04-14,Home & Garden,South,In-Store,Budget,224.29,5,0,1121.45,385.04,CUST-1269
ORD-10171,2022-05-19,Clothing,East,Online,Premium,88.12,4,0,352.48,70.12,CUST-2570
ORD-10172,2022-03-06,Sports,Central,In-Store,Standard,316.57,2,5,601.48,121.58,CUST-2577
ORD-10173,2023-11-08,Books,Central,Mobile App,Standard,26.89,1,15,22.86,7.77,CUST-1461
ORD-10174,2022-05-26,Clothing,South,In-Store,Standard,174.63,1,5,165.9,50.85,CUST-1006
ORD-10175,2024-11-18,Home & Garden,West,In-Store,Standard,273.34,1,5,259.67,37.15,CUST-1386
ORD-10176,2023-05-03,Clothing,West,Online,Standard,134.56,2,0,269.12,68.62,CUST-2248
ORD-10177,2023-07-25,Books,West,Mobile App,Budget,21.0,2,5,39.9,4.9,CUST-2768
ORD-10178,2024-09-21,Beauty,South,In-Store,Premium,37.02,4,5,140.68,39.5,CUST-1600
ORD-10179,2023-03-15,Books,South,Online,Standard,11.37,1,5,10.8,2.32,CUST-2024
ORD-10180,2022-09-28,Books,North,Online,Budget,41.35,3,10,111.65,35.51,CUST-1066
ORD-10181,2024-08-26,Electronics,East,Mobile App,Budget,866.12,1,5,822.81,179.0,CUST-1247
ORD-10182,2023-05-13,Electronics,North,In-Store,Standard,901.58,2,20,1442.53,402.02,CUST-2696
ORD-10183,2024-08-26,Home & Garden,West,Online,Premium,413.82,3,0,1241.46,346.56,CUST-1298
ORD-10184,2024-04-13,Home & Garden,East,Online,Premium,425.83,3,5,1213.62,361.54,CUST-2629
ORD-10185,2023-01-25,Sports,South,In-Store,Standard,205.97,1,0,205.97,56.32,CUST-1604
ORD-10186,2022-07-13,Home & Garden,South,Online,Budget,349.26,1,5,331.8,54.57,CUST-1590
ORD-10187,2022-07-18,Books,Central,Mobile App,Standard,9.35,4,5,35.53,9.89,CUST-1973
ORD-10188,2024-06-01,Sports,West,In-Store,Budget,292.4,2,0,584.8,176.2,CUST-1466
ORD-10189,2023-12-27,Beauty,Central,In-Store,Standard,13.92,1,0,13.92,3.43,CUST-2266
ORD-10190,2024-05-17,Home & Garden,West,In-Store,Budget,451.5,5,5,2144.62,529.26,CUST-1346
ORD-10191,2024-04-21,Home & Garden,South,In-Store,Premium,437.33,1,5,415.46,81.0,CUST-1459
ORD-10192,2024-08-14,Books,Central,Mobile App,Premium,15.8,2,10,28.44,3.69,CUST-2720
ORD-10193,2022-04-21,Beauty,North,In-Store,Budget,114.48,3,10,309.1,100.31,CUST-1202
ORD-10194,2022-07-21,Sports,North,Online,Standard,382.01,2,0,764.02,260.08,CUST-2160
ORD-10195,2022-05-05,Sports,South,Mobile App,Budget,221.11,1,10,199.0,28.99,CUST-1934
ORD-10196,2024-04-04,Electronics,North,Online,Budget,336.3,5,0,1681.5,284.79,CUST-1620
ORD-10197,2023-11-26,Beauty,North,In-Store,Budget,18.52,1,5,17.59,4.32,CUST-1149
ORD-10198,2022-08-12,Clothing,West,In-Store,Budget,55.36,1,0,55.36,8.27,CUST-1019
ORD-10199,2023-05-25,Books,Central,In-Store,Premium,38.25,3,0,114.75,36.91,CUST-1515
ORD-10200,2023-01-28,Home & Garden,East,In-Store,Budget,380.96,2,5,723.82,104.33,CUST-1509
ORD-10201,2023-01-25,Clothing,South,In-Store,Premium,81.41,2,5,154.68,39.67,CUST-1653
ORD-10202,2024-07-07,Books,North,In-Store,Standard,54.46,2,5,103.47,14.97,CUST-2306
ORD-10203,2022-10-15,Home & Garden,East,In-Store,Budget,348.18,3,0,1044.54,132.84,CUST-1966
ORD-10204,2024-05-14,Sports,West,Online,Premium,63.59,1,5,60.41,14.66,CUST-2249
ORD-10205,2023-01-11,Electronics,East,Online,Standard,845.72,1,5,803.43,175.5,CUST-1966
ORD-10206,2023-07-25,Electronics,East,In-Store,Standard,1131.05,3,0,3393.15,599.09,CUST-1871
ORD-10207,2024-08-05,Clothing,South,In-Store,Standard,121.39,3,0,364.17,122.0,CUST-1039
ORD-10208,2023-05-27,Sports,West,In-Store,Standard,331.95,1,10,298.75,48.99,CUST-2142
ORD-10209,2022-06-04,Clothing,South,Online,Standard,120.8,1,0,120.8,27.27,CUST-2480
ORD-10210,2024-06-26,Home & Garden,West,Online,Standard,247.65,2,5,470.53,161.29,CUST-2242
ORD-10211,2022-07-20,Beauty,East,Online,Standard,92.06,1,0,92.06,17.09,CUST-1275
ORD-10212,2022-04-14,Sports,Central,In-Store,Budget,355.32,1,20,284.26,80.48,CUST-1409
ORD-10213,2022-01-31,Electronics,East,Mobile App,Premium,739.93,1,0,739.93,175.1,CUST-1287
ORD-10214,2022-07-11,Beauty,West,Mobile App,Premium,118.09,1,10,106.28,29.53,CUST-1377
ORD-10215,2023-04-30,Clothing,Central,Mobile App,Premium,77.83,1,0,77.83,11.65,CUST-1287
ORD-10216,2022-12-07,Sports,Central,In-Store,Premium,69.7,1,0,69.7,15.44,CUST-2158
ORD-10217,2024-04-12,Home & Garden,Central,In-Store,Budget,227.05,1,5,215.7,64.62,CUST-1137
ORD-10218,2024-09-21,Home & Garden,North,Mobile App,Standard,371.2,2,20,593.92,175.29,CUST-2249
ORD-10219,2024-09-12,Electronics,South,Mobile App,Standard,832.68,1,0,832.68,225.65,CUST-1149
ORD-10220,2023-03-14,Sports,North,In-Store,Budget,93.13,2,5,176.95,52.25,CUST-1601
ORD-10221,2024-04-01,Clothing,South,Mobile App,Budget,21.14,3,0,63.42,9.91,CUST-2572
ORD-10222,2022-05-01,Sports,Central,Online,Premium,147.48,1,10,132.73,38.82,CUST-2583
ORD-10223,2022-12-04,Sports,South,Mobile App,Standard,80.61,1,0,80.61,18.81,CUST-2955
ORD-10224,2024-02-16,Sports,East,Online,Premium,50.98,4,15,173.33,45.85,CUST-2581
ORD-10225,2022-01-05,Books,West,Mobile App,Budget,26.48,1,15,22.51,4.73,CUST-1427
ORD-10226,2024-03-10,Electronics,North,Online,Budget,549.44,1,0,549.44,83.19,CUST-2870
ORD-10227,2023-06-28,Electronics,East,Mobile App,Standard,757.22,2,0,1514.44,230.82,CUST-1850
ORD-10228,2024-07-20,Sports,West,Online,Premium,96.62,5,10,434.79,82.59,CUST-1778
ORD-10229,2023-08-08,Electronics,West,Mobile App,Standard,993.58,1,15,844.54,159.34,CUST-1469
ORD-10230,2024-05-16,Beauty,East,Mobile App,Budget,149.96,1,5,142.46,28.12,CUST-2837
ORD-10231,2024-09-23,Books,West,Online,Premium,24.81,1,0,24.81,5.98,CUST-2221
ORD-10232,2022-11-14,Beauty,South,Online,Budget,122.33,3,10,330.29,63.72,CUST-2976
ORD-10233,2023-01-24,Clothing,North,In-Store,Premium,47.25,3,10,127.58,24.4,CUST-1626
ORD-10234,2023-08-31,Beauty,North,In-Store,Premium,66.51,1,10,59.86,15.29,CUST-2505
ORD-10235,2023-03-22,Electronics,South,Online,Premium,1065.63,4,0,4262.52,828.03,CUST-1714
ORD-10236,2022-04-30,Home & Garden,Central,In-Store,Premium,450.14,1,20,360.11,46.13,CUST-2754
ORD-10237,2022-05-05,Clothing,Central,In-Store,Budget,128.59,2,0,257.18,55.9,CUST-2368
ORD-10238,2023-10-05,Books,South,Online,Premium,45.25,1,10,40.73,12.75,CUST-2350
ORD-10239,2022-04-28,Sports,South,Mobile App,Budget,55.82,1,5,53.03,17.06,CUST-1616
ORD-10240,2022-04-13,Books,South,In-Store,Standard,25.09,5,10,112.91,25.97,CUST-1767
ORD-10241,2024-09-03,Sports,North,Online,Premium,272.95,2,15,464.01,50.37,CUST-1029
ORD-10242,2024-10-26,Books,West,In-Store,Premium,15.43,1,10,13.89,1.95,CUST-2287
ORD-10243,2024-12-23,Clothing,West,Online,Budget,176.51,5,5,838.42,291.92,CUST-1572
ORD-10244,2022-11-19,Home & Garden,West,Mobile App,Standard,332.9,2,0,665.8,232.48,CUST-2358
ORD-10245,2022-04-27,Sports,North,Mobile App,Premium,61.19,3,10,165.21,27.38,CUST-1193
ORD-10246,2024-11-06,Beauty,East,In-Store,Standard,41.8,1,0,41.8,9.93,CUST-2133
ORD-10247,2022-06-14,Electronics,Central,Online,Premium,1183.53,1,15,1006.0,227.54,CUST-2720
ORD-10248,2023-01-16,Clothing,Central,Mobile App,Budget,142.5,3,0,427.5,122.33,CUST-1096
ORD-10249,2022-05-21,Home & Garden,North,Mobile App,Premium,403.13,1,0,403.13,135.77,CUST-2300
ORD-10250,2022-05-20,Home & Garden,Central,In-Store,Premium,322.64,2,10,580.75,167.13,CUST-1570
ORD-10251,2023-04-27,Electronics,West,In-Store,Standard,201.36,5,5,956.46,188.85,CUST-1278
ORD-10252,2024-04-06,Home & Garden,Central,Mobile App,Premium,364.95,1,0,364.95,101.12,CUST-1121
ORD-10253,2022-09-03,Sports,South,In-Store,Premium,308.19,1,5,292.78,41.01,CUST-2323
ORD-10254,2023-05-20,Clothing,South,In-Store,Premium,95.42,2,0,190.84,35.8,CUST-2486
ORD-10255,2022-03-23,Electronics,North,Mobile App,Premium,926.64,4,0,3706.56,781.51,CUST-2066
ORD-10256,2022-06-17,Books,North,Mobile App,Budget,24.18,1,5,22.97,5.0,CUST-2249
ORD-10257,2024-05-08,Clothing,North,In-Store,Standard,101.79,1,20,81.43,26.68,CUST-1231
ORD-10258,2024-12-06,Sports,East,Online,Budget,260.09,1,0,260.09,72.16,CUST-1211
ORD-10259,2023-10-10,Sports,West,Mobile App,Standard,58.21,2,20,93.14,29.46,CUST-1863
ORD-10260,2023-06-19,Books,Central,In-Store,Standard,10.95,1,10,9.86,3.06,CUST-2365
ORD-10261,2023-02-23,Sports,West,Online,Budget,338.61,5,0,1693.05,212.11,CUST-1888
ORD-10262,2023-10-06,Electronics,West,Mobile App,Budget,848.91,1,10,764.02,211.73,CUST-2782
